datetime,avg cpu reading,max cpu reading,avg cpu VMTable,max cpu VMTable,p95_max_cpu,core count,memory (gb)
2016-11-21 22:15:00,1288295.5895050005,2348612.596692004,725767.3895244083,4768379.505436034,2484466.1233610185,131958,338859.0
2016-11-21 22:20:00,1284875.6068790124,2318215.085594008,724249.8151448631,4764861.518130033,2482260.923866016,131874,338662.0
2016-11-21 22:25:00,1302426.1775900056,2440769.646373022,721101.5267954221,4751485.540978029,2469631.0600660145,131537,338104.25
2016-11-21 22:30:00,1291163.9140730174,2311984.6634670063,717516.6089528379,4743063.311523027,2461363.651727016,131456,338005.5
2016-11-21 22:35:00,1304978.227511024,2342201.0661689867,715138.6761062103,4739183.064685025,2457066.678554016,131328,337499.5
2016-11-21 22:40:00,1288849.536348992,2308711.0293479995,712056.0840144667,4732284.175344024,2450959.045036018,131661,338125.25
2016-11-21 22:45:00,1277482.91303301,2298548.1986010456,707975.1034618455,4711087.228669021,2431294.776997013,130572,336219.5
2016-11-21 22:50:00,1261575.5054379832,2262492.4135890147,706509.3045135299,4706171.962032022,2428936.8277420127,130490,335855.0
2016-11-21 22:55:00,1254623.6020689958,2301706.321014038,704196.9560756456,4701869.648717023,2427107.796453012,130692,335284.5
2016-11-21 23:00:00,1243614.0509829975,2260268.420554982,699535.8152532566,4682649.977974028,2412098.374438016,130007,331906.75
2016-11-21 23:05:00,1239978.2107929937,2244668.805073006,694815.4598538504,4677150.831052027,2408082.008377017,130508,334383.5
2016-11-21 23:10:00,1236811.5545450074,2250718.1027199845,701514.4120692809,4716446.714480022,2447586.14178502,132975,340502.75
2016-11-21 23:15:00,1228134.2524889922,2229911.196868994,700993.9426744753,4736807.83115603,2469368.980939026,134574,344690.0
2016-11-21 23:20:00,1213246.587520006,2198862.7754849745,697600.8709681075,4730844.825925022,2465770.6738610244,134665,345643.25
2016-11-21 23:25:00,1227690.194732003,2247040.0923939818,677865.6092670973,4646618.130437022,2384370.2285840134,130827,340064.75
2016-11-21 23:30:00,1229492.569113981,2200558.7671339884,681068.1774127412,4667897.585480021,2404926.8639680124,131837,342598.25
2016-11-21 23:35:00,1225954.5678420076,2207195.861929021,678175.2448187165,4656379.208425012,2396728.654307012,131142,337306.0
2016-11-21 23:40:00,1215003.1343579867,2215403.731208992,670229.550381531,4642137.980248019,2384717.661688015,131195,338828.75
2016-11-21 23:45:00,1198076.3608160077,2191042.815542985,663651.5702277963,4622975.729384021,2368802.9048140096,130771,338511.75
2016-11-21 23:50:00,1175690.664798002,2140457.639883993,663482.7123402581,4619919.022699019,2364865.5378520107,130570,337234.0
2016-11-21 23:55:00,1180731.6118089913,2175322.265236993,658307.5101799979,4600670.8640050255,2348534.5978320106,129912,334063.5
2016-11-22 00:00:00,1173508.1169569923,2142972.8783019967,652747.7327204738,4583529.090553021,2332685.286515009,129622,334480.0
2016-11-22 00:05:00,1171796.13423899,2131518.326372981,650728.1716668858,4581121.91235102,2331301.4588620104,129937,336538.25
2016-11-22 00:10:00,1178652.947690996,2160699.132664975,657921.9799606957,4617178.102113014,2368337.737475015,132166,337874.0
2016-11-22 00:15:00,1174913.9966729954,2155255.277263965,660857.3714184792,4645825.125599002,2397276.1365490155,134183,342365.75
2016-11-22 00:20:00,1157447.9380100125,2123214.348115972,656930.5615692632,4635988.868666007,2390452.5261660176,134060,342026.5
2016-11-22 00:25:00,1177198.369280982,2191466.01172499,637776.7059860282,4544879.728803014,2306903.5716500096,128951,331530.75
2016-11-22 00:30:00,1161263.850889989,2124091.711323996,632474.9036459954,4528976.89087801,2293740.26392201,128634,332281.0
2016-11-22 00:35:00,1159362.1587910189,2123852.92810703,630237.3586223184,4523777.377331008,2289389.3527800096,128730,334005.0
2016-11-22 00:40:00,1168847.0023169797,2148588.439746025,627209.553880514,4509665.071051,2278234.954082009,128091,333017.75
2016-11-22 00:45:00,1178302.7187890168,2155816.2898540264,626288.859035733,4505230.924927,2275298.8434310085,127945,332010.25
2016-11-22 00:50:00,1172821.249007997,2136413.656475019,621515.862627669,4491960.383939001,2263052.312250005,127591,330883.75
2016-11-22 00:55:00,1161196.2734609845,2140967.4128839807,617476.750783689,4482731.655110995,2254320.396994001,127422,330669.0
2016-11-22 01:00:00,1134128.4762229966,2091773.8923259948,613190.6875460334,4465163.581020001,2240585.725879005,126919,328021.75
2016-11-22 01:05:00,1131681.844924989,2084316.500288972,609211.6097602351,4459701.470080002,2236184.359082005,127180,330418.5
2016-11-22 01:10:00,1131896.95650199,2085886.87589002,605826.8698684258,4444962.895223,2223751.430004008,126641,329513.25
2016-11-22 01:15:00,1123078.7214739865,2056134.8274569707,600365.3019035492,4430641.526599,2211598.682143006,126423,329296.75
2016-11-22 01:20:00,1108251.712223008,2038495.3658410085,597769.8201638408,4421854.329914003,2204762.3970120074,126321,328915.25
2016-11-22 01:25:00,1129254.5783830015,2107177.9431940094,598490.7080592792,4425964.977027005,2210048.239788008,126806,329427.0
2016-11-22 01:30:00,1120605.073224991,2067317.926483997,601781.1672829604,4447441.410041004,2230265.87960001,127728,330862.5
